Query	Taxid	Tax name	Authority	Rank	Basionym	Basionym authority	Curator common name	Has type material	Group name	Superkingdom name	Superkingdom taxid	Kingdom name	Kingdom taxid	Phylum name	Phylum taxid	Class name	Class taxid	Order name	Order taxid	Family name	Family taxid	Genus name	Genus taxid	Species name	Species taxid
Lemur catta	9447	Lemur catta	Linnaeus, 1758	SPECIES			Ring-tailed lemur	no	primates	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Primates	9443	Lemuridae	9445	Lemur	9446	Lemur catta	9447
Grus americana	9117	Grus americana	(Linnaeus, 1758)	SPECIES	Ardea americana	Linnaeus, 1758	Whooping crane	no	birds	Eukaryota	2759	Metazoa	33208	Chordata	7711	Aves	8782	Gruiformes	9108	Gruidae	9109	Grus	9114	Grus americana	9117
Drosophila biarmipes	125945	Drosophila biarmipes	Malloch, 1924	SPECIES				no	flies	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Diptera	7147	Drosophilidae	7214	Drosophila	7215	Drosophila biarmipes	125945
Drosophila albomicans	7291	Drosophila albomicans	(Duda, 1923)	SPECIES	Spinulophila albomicans	Duda, 1923		no	flies	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Diptera	7147	Drosophilidae	7214	Drosophila	7215	Drosophila albomicans	7291
Falco biarmicus	345155	Falco biarmicus	Temminck, 1825	SPECIES			lanner falcon	no	birds	Eukaryota	2759	Metazoa	33208	Chordata	7711	Aves	8782	Falconiformes	8948	Falconidae	8949	Falco	8952	Falco biarmicus	345155
Patella vulgata	6465	Patella vulgata		SPECIES			common limpet	no	gastropods	Eukaryota	2759	Metazoa	33208	Mollusca	6447	Gastropoda	6448			Patellidae	6462	Patella	6463	Patella vulgata	6465
Corvus hawaiiensis	134902	Corvus hawaiiensis	Peale, 1848	SPECIES			hawaiian crow	no	birds	Eukaryota	2759	Metazoa	33208	Chordata	7711	Aves	8782	Passeriformes	9126	Corvidae	28725	Corvus	30420	Corvus hawaiiensis	134902
Sabethes cyaneus	53552	Sabethes cyaneus		SPECIES				no	mosquitos	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Diptera	7147	Culicidae	7157	Sabethes	53551	Sabethes cyaneus	53552
Jaculus jaculus	51337	Jaculus jaculus		SPECIES	Mus jaculus	Linnaeus, 1758	lesser Egyptian jerboa	no	rodents	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Rodentia	9989	Dipodidae	30648	Jaculus	48867	Jaculus jaculus	51337
Hemibagrus wyckioides	337641	Hemibagrus wyckioides	(Fang & Chaux, 1949)	SPECIES	Macrones wyckioides	Fang & Chaux, 1949		no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Siluriformes	7995	Bagridae	31013	Hemibagrus	156982	Hemibagrus wyckioides	337641
Aythya fuligula	219594	Aythya fuligula		SPECIES	Anas fuligula	Linnaeus, 1758	tufted duck	no	birds	Eukaryota	2759	Metazoa	33208	Chordata	7711	Aves	8782	Anseriformes	8826	Anatidae	8830	Aythya	30384	Aythya fuligula	219594
Chelmon rostratus	109905	Chelmon rostratus	(Linnaeus, 1758)	SPECIES	Chaetodon rostratus	Linnaeus, 1758	copperband butterflyfish	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Chaetodontiformes	1545895	Chaetodontidae	30828	Chelmon	109904	Chelmon rostratus	109905
Harpia harpyja	202280	Harpia harpyja		SPECIES	Vultur harpyja	Linnaeus, 1758	harpy eagle	no	hawks & eagles	Eukaryota	2759	Metazoa	33208	Chordata	7711	Aves	8782	Accipitriformes	2558200	Accipitridae	56259	Harpia	202279	Harpia harpyja	202280
Coccinella septempunctata	41139	Coccinella septempunctata	Linnaeus, 1758	SPECIES			seven-spotted ladybird	no	beetles	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Coleoptera	7041	Coccinellidae	7080	Coccinella	41138	Coccinella septempunctata	41139
Vidua chalybeata	81927	Vidua chalybeata	(Statius Mueller, 1776)	SPECIES				no	birds	Eukaryota	2759	Metazoa	33208	Chordata	7711	Aves	8782	Passeriformes	9126	Estrildidae	37611	Vidua	37613	Vidua chalybeata	81927
Mauremys mutica	74926	Mauremys mutica	(Cantor, 1842)	SPECIES	Emys muticus	Cantor, 1842	yellowpond turtle	yes	turtles	Eukaryota	2759	Metazoa	33208	Chordata	7711			Testudines	8459	Geoemydidae	328320	Mauremys	74925	Mauremys mutica	74926
Gavia stellata	37040	Gavia stellata	(Pontoppidan, 1763)	SPECIES	Colymbus stellatus	Pontoppidan, 1763	red-throated loon	no	birds	Eukaryota	2759	Metazoa	33208	Chordata	7711	Aves	8782	Gaviiformes	30411	Gaviidae	30412	Gavia	37038	Gavia stellata	37040
Molothrus ater	84834	Molothrus ater		SPECIES	Oriolus ater	Boddaert, 1783		no	birds	Eukaryota	2759	Metazoa	33208	Chordata	7711	Aves	8782	Passeriformes	9126	Icteridae	164646	Molothrus	84832	Molothrus ater	84834
Gambusia affinis	33528	Gambusia affinis		SPECIES	Heterandria affinis	Baird & Girard, 1853	western mosquitofish	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Cyprinodontiformes	28738	Poeciliidae	8079	Gambusia	33527	Gambusia affinis	33528
Pygocentrus nattereri	42514	Pygocentrus nattereri	Kner, 1858	SPECIES			red-bellied piranha	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Characiformes	7991	Serrasalmidae	42495	Pygocentrus	42513	Pygocentrus nattereri	42514
Corvus moneduloides	1196302	Corvus moneduloides	Lesson, 1831	SPECIES			New Caledonian crow	no	birds	Eukaryota	2759	Metazoa	33208	Chordata	7711	Aves	8782	Passeriformes	9126	Corvidae	28725	Corvus	30420	Corvus moneduloides	1196302
Onychostoma macrolepis	369639	Onychostoma macrolepis	(Bleeker, 1871)	SPECIES	Gymnostomus macrolepis	Bleeker, 1871		no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Cypriniformes	7952	Cyprinidae	7953	Onychostoma	369638	Onychostoma macrolepis	369639
Drosophila santomea	129105	Drosophila santomea	Lachaise & Harry, 2000	SPECIES				no	flies	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Diptera	7147	Drosophilidae	7214	Drosophila	7215	Drosophila santomea	129105
Pseudopipra pipra	415032	Pseudopipra pipra	(Linnaeus, 1758)	SPECIES				no	birds	Eukaryota	2759	Metazoa	33208	Chordata	7711	Aves	8782	Passeriformes	9126	Pipridae	114313	Pseudopipra	2840301	Pseudopipra pipra	415032
Centropristis striata	184440	Centropristis striata	(Linnaeus, 1758)	SPECIES			black sea bass	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Perciformes	8111	Serranidae	30871	Centropristis	184439	Centropristis striata	184440
Hemiscyllium ocellatum	170820	Hemiscyllium ocellatum		SPECIES	Squalus ocellatus	Bonnaterre, 1788	epaulette shark	no	sharks & rays	Eukaryota	2759	Metazoa	33208	Chordata	7711	Chondrichthyes	7777	Orectolobiformes	30503	Hemiscylliidae	40580	Hemiscyllium	170819	Hemiscyllium ocellatum	170820
Poecile atricapillus	48891	Poecile atricapillus		SPECIES	Parus atricapillus	Linnaeus, 1766	Black-capped chickadee	no	birds	Eukaryota	2759	Metazoa	33208	Chordata	7711	Aves	8782	Passeriformes	9126	Paridae	9153	Poecile	142475	Poecile atricapillus	48891
Cygnus olor	8869	Cygnus olor		SPECIES	Anas olor	Gmelin, 1789	mute swan	no	birds	Eukaryota	2759	Metazoa	33208	Chordata	7711	Aves	8782	Anseriformes	8826	Anatidae	8830	Cygnus	8867	Cygnus olor	8869
Cololabis saira	129043	Cololabis saira	(Brevoort, 1856)	SPECIES			Pacific saury	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Beloniformes	76071	Belonidae	94935	Cololabis	129042	Cololabis saira	129043
Mastacembelus armatus	205130	Mastacembelus armatus	(Lacepède, 1800)	SPECIES	Macrognathus armatus	Lacepède, 1800	zig-zag eel	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Synbranchiformes	43697	Mastacembelidae	94233	Mastacembelus	94234	Mastacembelus armatus	205130
Dermochelys coriacea	27794	Dermochelys coriacea		SPECIES	Testudo coriacea	Vandelli, 1761	leatherback sea turtle	no	turtles	Eukaryota	2759	Metazoa	33208	Chordata	7711			Testudines	8459	Dermochelyidae	27792	Dermochelys	27793	Dermochelys coriacea	27794
Phyllostomus discolor	89673	Phyllostomus discolor	Wagner, 1843	SPECIES			pale spear-nosed bat	no	bats	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Chiroptera	9397	Phyllostomidae	9415	Phyllostomus	9422	Phyllostomus discolor	89673
Balaenoptera musculus	9771	Balaenoptera musculus	(Linnaeus, 1758)	SPECIES	Balaena musculus	Linnaeus, 1758	blue whale	no	whales & dolphins	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Artiodactyla	91561	Balaenopteridae	9765	Balaenoptera	9766	Balaenoptera musculus	9771
Xiphias gladius	8245	Xiphias gladius	Linnaeus, 1758	SPECIES			swordfish	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Istiophoriformes	1489906	Xiphiidae	8243	Xiphias	8244	Xiphias gladius	8245
Phalacrocorax carbo	9209	Phalacrocorax carbo	(Linnaeus, 1758)	SPECIES	Pelecanus carbo	Linnaeus, 1758	great cormorant	no	birds	Eukaryota	2759	Metazoa	33208	Chordata	7711	Aves	8782	Suliformes	3073854	Phalacrocoracidae	9206	Phalacrocorax	9207	Phalacrocorax carbo	9209
Thamnophis elegans	35005	Thamnophis elegans		SPECIES	Eutainia elegans	Baird & Girard, 1853	Western terrestrial garter snake	no	snakes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Lepidosauria	8504	Squamata	8509	Colubridae	8578	Thamnophis	34999	Thamnophis elegans	35005
Astatotilapia calliptera	8154	Astatotilapia calliptera	(Gunther, 1894)	SPECIES	Chromis callipterus	Gunther, 1894	eastern happy	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Cichliformes	1489911	Cichlidae	8113	Astatotilapia	8152	Astatotilapia calliptera	8154
Trichosurus vulpecula	9337	Trichosurus vulpecula	(Kerr, 1792)	SPECIES	Didelphis vulpecula	Kerr, 1792	common brushtail	no	marsupials	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Diprotodontia	38609	Phalangeridae	9335	Trichosurus	9336	Trichosurus vulpecula	9337
Chroicocephalus ridibundus	1192867	Chroicocephalus ridibundus	(Linnaeus, 1766)	SPECIES	Larus ridibundus	Linnaeus, 1766	black-headed gull	no	birds	Eukaryota	2759	Metazoa	33208	Chordata	7711	Aves	8782	Charadriiformes	8906	Laridae	8910	Chroicocephalus	1129741	Chroicocephalus ridibundus	1192867
Bufo bufo	8384	Bufo bufo	(Linnaeus, 1758)	SPECIES	Rana bufo	Linnaeus, 1758	common toad	no	frogs & toads	Eukaryota	2759	Metazoa	33208	Chordata	7711	Amphibia	8292	Anura	8342	Bufonidae	8382	Bufo	8383	Bufo bufo	8384
Diachasmimorpha longicaudata	58733	Diachasmimorpha longicaudata	(Ashmead, 1905)	SPECIES				no	wasps, ants & bees	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Hymenoptera	7399	Braconidae	7402	Diachasmimorpha	58732	Diachasmimorpha longicaudata	58733
Delphinus delphis	9728	Delphinus delphis	Linnaeus, 1758	SPECIES			saddleback dolphin	no	whales & dolphins	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Artiodactyla	91561	Delphinidae	9726	Delphinus	9727	Delphinus delphis	9728
Periophthalmus magnuspinnatus	409849	Periophthalmus magnuspinnatus	Lee, Choi & Ryu, 1995	SPECIES				no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Gobiiformes	1489878	Gobiidae	8220	Periophthalmus	86204	Periophthalmus magnuspinnatus	409849
Eupeodes corollae	290404	Eupeodes corollae	(Fabricius, 1794)	SPECIES				no	flies	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Diptera	7147	Syrphidae	34680	Eupeodes	290403	Eupeodes corollae	290404
Vespa velutina	202808	Vespa velutina	Lepeletier, 1836	SPECIES				no	wasps, ants & bees	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Hymenoptera	7399	Vespidae	7438	Vespa	7443	Vespa velutina	202808
Scomber scombrus	13677	Scomber scombrus	Linnaeus, 1758	SPECIES			Atlantic mackerel	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Scombriformes	1489894	Scombridae	8224	Scomber	13675	Scomber scombrus	13677
Engraulis encrasicolus	184585	Engraulis encrasicolus	(Linnaeus, 1758)	SPECIES	Clupea encrasicolus	Linnaeus, 1758	European anchovy	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Clupeiformes	32446	Engraulidae	43062	Engraulis	42891	Engraulis encrasicolus	184585
Asterias rubens	7604	Asterias rubens	Linnaeus, 1758	SPECIES			European starfish	no	starfish	Eukaryota	2759	Metazoa	33208	Echinodermata	7586	Asteroidea	7588	Forcipulatida	7599	Asteriidae	7600	Asterias	7601	Asterias rubens	7604
Corticium candelabrum	121492	Corticium candelabrum	Schmidt, 1862	SPECIES				no	sponges	Eukaryota	2759	Metazoa	33208	Porifera	6040	Homoscleromorpha	80999	Homosclerophorida	81000	Plakinidae	81001	Corticium	121491	Corticium candelabrum	121492
Alosa alosa	278164	Alosa alosa	(Linnaeus, 1758)	SPECIES	Clupea alosa	Linnaeus, 1758	allis shad	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Clupeiformes	32446	Clupeidae	55118	Alosa	34772	Alosa alosa	278164
Erinaceus europaeus	9365	Erinaceus europaeus	Linnaeus, 1758	SPECIES			western European hedgehog	no	insectivores	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Eulipotyphla	9362	Erinaceidae	9363	Erinaceus	9364	Erinaceus europaeus	9365
Sycon ciliatum	27933	Sycon ciliatum	(Fabricius, 1780)	SPECIES	Spongia ciliata	Fabricius, 1780		no	sponges	Eukaryota	2759	Metazoa	33208	Porifera	6040	Calcarea	27929	Leucosolenida	86011	Sycettidae	45125	Sycon	27932	Sycon ciliatum	27933
Ficedula albicollis	59894	Ficedula albicollis	(Temminck, 1815)	SPECIES	Muscicapa albicollis	Temminck, 1815	Collared flycatcher	no	birds	Eukaryota	2759	Metazoa	33208	Chordata	7711	Aves	8782	Passeriformes	9126	Muscicapidae	36291	Ficedula	36292	Ficedula albicollis	59894
Epinephelus moara	300413	Epinephelus moara	(Temminck & Schlegel, 1842)	SPECIES	Serranus moara	Temminck & Schlegel, 1843	kelp grouper	yes	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Perciformes	8111	Serranidae	30871	Epinephelus	94231	Epinephelus moara	300413
Suricata suricatta	37032	Suricata suricatta		SPECIES	Viverra suricatta	Schreber, 1776	meerkat	no	carnivores	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Carnivora	33554	Herpestidae	9697	Suricata	37031	Suricata suricatta	37032
Micropterus dolomieu	147949	Micropterus dolomieu	Lacepede, 1802	SPECIES			smallmouth bass	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Centrarchiformes	1489940	Centrarchidae	8180	Micropterus	27705	Micropterus dolomieu	147949
Macaca thibetana thibetana	257877	Macaca thibetana thibetana		SUBSPECIES				no	primates	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Primates	9443	Cercopithecidae	9527	Macaca	9539	Macaca thibetana	54602
Pogoniulus pusillus	488313	Pogoniulus pusillus	(Dumont, 1816)	SPECIES			Red-fronted tinkerbird	no	birds	Eukaryota	2759	Metazoa	33208	Chordata	7711	Aves	8782	Piciformes	9219	Lybiidae	91768	Pogoniulus	91774	Pogoniulus pusillus	488313
Lonchura striata domestica	299123	Lonchura striata domestica		SUBSPECIES			Bengalese finch	no	birds	Eukaryota	2759	Metazoa	33208	Chordata	7711	Aves	8782	Passeriformes	9126	Estrildidae	37611	Lonchura	40156	Lonchura striata	40157
Elgaria multicarinata webbii	159646	Elgaria multicarinata webbii	(Baird 1858)	SUBSPECIES	Gerrhonotus webbii	Baird, 1859		no	lizards & snakes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Lepidosauria	8504	Squamata	8509	Anguidae	51964	Elgaria	52221	Elgaria multicarinata	71008
Malaclemys terrapin pileata	2991368	Malaclemys terrapin pileata	(Wied, 1865)	SUBSPECIES				no	turtles	Eukaryota	2759	Metazoa	33208	Chordata	7711			Testudines	8459	Emydidae	8476	Malaclemys	8484	Malaclemys terrapin	8485
Diceros bicornis minor	77932	Diceros bicornis minor		SUBSPECIES				no	odd-toed ungulates	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Perissodactyla	9787	Rhinocerotidae	9803	Diceros	9804	Diceros bicornis	9805
Corvus cornix cornix	932674	Corvus cornix cornix	Linnaeus, 1758	SUBSPECIES				no	birds	Eukaryota	2759	Metazoa	33208	Chordata	7711	Aves	8782	Passeriformes	9126	Corvidae	28725	Corvus	30420	Corvus cornix	181096
Motacilla alba alba	1094192	Motacilla alba alba		SUBSPECIES				no	birds	Eukaryota	2759	Metazoa	33208	Chordata	7711	Aves	8782	Passeriformes	9126	Motacillidae	36256	Motacilla	45806	Motacilla alba	45807
Bacillus rossius redtenbacheri	93214	Bacillus rossius redtenbacheri		SUBSPECIES				no	walking sticks	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Phasmatodea	7020	Bacillidae	55086	Bacillus	55087	Bacillus rossius	75184
Emys orbicularis	82168	Emys orbicularis		SPECIES	Testudo orbicularis	Linnaeus, 1758	European pond turtle	no	turtles	Eukaryota	2759	Metazoa	33208	Chordata	7711			Testudines	8459	Emydidae	8476	Emys	82167	Emys orbicularis	82168
Prionailurus viverrinus	61388	Prionailurus viverrinus		SPECIES	Felis viverrina	Bennett, 1833	fishing cat	no	carnivores	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Carnivora	33554	Felidae	9681	Prionailurus	37028	Prionailurus viverrinus	61388
Budorcas taxicolor	37181	Budorcas taxicolor	Hodgson, 1850	SPECIES			takin	no	even-toed ungulates & whales	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Artiodactyla	91561	Bovidae	9895	Budorcas	37180	Budorcas taxicolor	37181
Podarcis raffonei	65483	Podarcis raffonei		SPECIES	Lacerta sicula raffonei	Mertens, 1952	Aeolian wall lizard	yes	lizards & snakes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Lepidosauria	8504	Squamata	8509	Lacertidae	8522	Podarcis	42163	Podarcis raffonei	65483
Schistocerca americana	7009	Schistocerca americana		SPECIES			American grasshopper	no	grasshoppers	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Orthoptera	6993	Acrididae	7002	Schistocerca	7008	Schistocerca americana	7009
Eubalaena glacialis	27606	Eubalaena glacialis	(Mueller, 1776)	SPECIES	Balaena glacialis	Müller, 1776	North Atlantic right whale	no	whales & dolphins	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Artiodactyla	91561	Balaenidae	30558	Eubalaena	27605	Eubalaena glacialis	27606
Anopheles marshallii	1521116	Anopheles marshallii	(Theobald, 1903)	SPECIES				no	mosquitos	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Diptera	7147	Culicidae	7157	Anopheles	7164	Anopheles marshallii	1521116
Pelobates fuscus	191477	Pelobates fuscus	(Laurenti, 1768)	SPECIES	Bufo fuscus	Laurenti, 1768	common spadefoot toad	no	frogs & toads	Eukaryota	2759	Metazoa	33208	Chordata	7711	Amphibia	8292	Anura	8342	Pelobatidae	8432	Pelobates	61615	Pelobates fuscus	191477
Cygnus atratus	8868	Cygnus atratus	(Latham, 1790)	SPECIES	Anas atrata	Latham, 1790	black swan	no	birds	Eukaryota	2759	Metazoa	33208	Chordata	7711	Aves	8782	Anseriformes	8826	Anatidae	8830	Cygnus	8867	Cygnus atratus	8868
Anopheles coustani	139045	Anopheles coustani	Laveran, 1900	SPECIES				no	mosquitos	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Diptera	7147	Culicidae	7157	Anopheles	7164	Anopheles coustani	139045
Anopheles ziemanni	345580	Anopheles ziemanni	Grünberg, 1902	SPECIES				no	mosquitos	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Diptera	7147	Culicidae	7157	Anopheles	7164	Anopheles ziemanni	345580
Apus apus	8895	Apus apus	(Linnaeus, 1758)	SPECIES	Hirundo apus	Linnaeus, 1758	common swift	no	birds	Eukaryota	2759	Metazoa	33208	Chordata	7711	Aves	8782	Apodiformes	8892	Apodidae	8893	Apus	8894	Apus apus	8895
Ahaetulla prasina	499056	Ahaetulla prasina		SPECIES	Dryophis prasinus	Boie, 1827		no	snakes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Lepidosauria	8504	Squamata	8509	Colubridae	8578	Ahaetulla	186572	Ahaetulla prasina	499056
Diorhabda carinulata	1163345	Diorhabda carinulata	Desbrochers, 1869	SPECIES				no	beetles	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Coleoptera	7041	Chrysomelidae	27439	Diorhabda	217246	Diorhabda carinulata	1163345
Anopheles maculipalpis	1496333	Anopheles maculipalpis	Giles, 1902	SPECIES				no	mosquitos	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Diptera	7147	Culicidae	7157	Anopheles	7164	Anopheles maculipalpis	1496333
Spea bombifrons	233779	Spea bombifrons		SPECIES	Scaphiopus bombifrons	(Cope, 1863)	plains spadefoot toad	no	frogs & toads	Eukaryota	2759	Metazoa	33208	Chordata	7711	Amphibia	8292	Anura	8342	Pelobatidae	8432	Spea	30316	Spea bombifrons	233779
Choloepus didactylus	27675	Choloepus didactylus	(Linnaeus, 1758)	SPECIES			southern two-toed sloth	no	placentals	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Pilosa	948950	Megalonychidae	227508	Choloepus	9357	Choloepus didactylus	27675
Phocoena sinus	42100	Phocoena sinus	Norris & McFarland, 1958	SPECIES			vaquita	no	whales & dolphins	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Artiodactyla	91561	Phocoenidae	9740	Phocoena	9741	Phocoena sinus	42100
Doryrhamphus excisus	161450	Doryrhamphus excisus	Kaup, 1856	SPECIES			bluestripe pipefish	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Syngnathiformes	129912	Syngnathidae	72045	Doryrhamphus	161449	Doryrhamphus excisus	161450
Chiroxiphia lanceolata	296741	Chiroxiphia lanceolata		SPECIES	Pipra lanceolata	Wagler, 1830	lance-tailed manakin	no	birds	Eukaryota	2759	Metazoa	33208	Chordata	7711	Aves	8782	Passeriformes	9126	Pipridae	114313	Chiroxiphia	196026	Chiroxiphia lanceolata	296741
Seriola aureovittata	2871759	Seriola aureovittata	Temminck & Schlegel, 1845	SPECIES				no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Carangiformes	1489907	Carangidae	8157	Seriola	8160	Seriola aureovittata	2871759
Aricia agestis	91739	Aricia agestis	(Denis & Schiffermüller, 1775)	SPECIES	Papilio agestis	Denis & Schiffermüller, 1775	brown argus	no	butterflies	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Lepidoptera	7088	Lycaenidae	27544	Aricia	91737	Aricia agestis	91739
Pristis pectinata	685728	Pristis pectinata	Latham, 1794	SPECIES			smalltooth sawfish	no	sharks & rays	Eukaryota	2759	Metazoa	33208	Chordata	7711	Chondrichthyes	7777	Rhinopristiformes	117887	Pristidae	55129	Pristis	55130	Pristis pectinata	685728
Phycodurus eques	693459	Phycodurus eques	(Guenther, 1865)	SPECIES	Phyllopteryx eques	Gunther, 1865	leafy seadragon	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Syngnathiformes	129912	Syngnathidae	72045	Phycodurus	693458	Phycodurus eques	693459
Cheilinus undulatus	241271	Cheilinus undulatus	Rueppell, 1835	SPECIES			humphead wrasse	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Labriformes	1489928	Labridae	8247	Cheilinus	202584	Cheilinus undulatus	241271
Camarhynchus parvulus	87175	Camarhynchus parvulus		SPECIES	Geospiza parvula	Gould, 1837		no	birds	Eukaryota	2759	Metazoa	33208	Chordata	7711	Aves	8782	Passeriformes	9126	Thraupidae	400783	Camarhynchus	87174	Camarhynchus parvulus	87175
Rissa tridactyla	75485	Rissa tridactyla		SPECIES	Larus tridactylus	Linnaeus, 1758	black-legged kittiwake	no	birds	Eukaryota	2759	Metazoa	33208	Chordata	7711	Aves	8782	Charadriiformes	8906	Laridae	8910	Rissa	70930	Rissa tridactyla	75485
Xiphophorus couchianus	32473	Xiphophorus couchianus	(Girard, 1859)	SPECIES	Limia couchiana	Girard, 1859	Monterrey platyfish	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Cyprinodontiformes	28738	Poeciliidae	8079	Xiphophorus	8082	Xiphophorus couchianus	32473
Neoarius graeffei	443677	Neoarius graeffei	(Kner & Steindachner, 1867)	SPECIES	Arius graeffei	Kner & Steindachner, 1867	lesser salmon catfish	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Siluriformes	7995	Ariidae	31017	Neoarius	475172	Neoarius graeffei	443677
Falco naumanni	148594	Falco naumanni	Fleischer, 1818	SPECIES			lesser kestrel	no	birds	Eukaryota	2759	Metazoa	33208	Chordata	7711	Aves	8782	Falconiformes	8948	Falconidae	8949	Falco	8952	Falco naumanni	148594
Maniola jurtina	191418	Maniola jurtina	(Linnaeus, 1758)	SPECIES	Papilio jurtina	Linnaeus, 1758	meadow brown	no	butterflies	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Lepidoptera	7088	Nymphalidae	33415	Maniola	111919	Maniola jurtina	191418
Silurus meridionalis	175797	Silurus meridionalis	Chen, 1977	SPECIES				no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Siluriformes	7995	Siluridae	30989	Silurus	94992	Silurus meridionalis	175797
Nymphalis io	171585	Nymphalis io		SPECIES	Papilio io	Linnaeus, 1758	European peacock	no	butterflies	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Lepidoptera	7088	Nymphalidae	33415	Nymphalis	76218	Nymphalis io	171585
Vanessa tameamea	334116	Vanessa tameamea		SPECIES	Pyrameis ? tameamea	Eschscholtz, 1821		no	butterflies	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Lepidoptera	7088	Nymphalidae	33415	Vanessa	42274	Vanessa tameamea	334116
Diorhabda sublineata	1163346	Diorhabda sublineata	(Lucas, 1849)	SPECIES				no	beetles	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Coleoptera	7041	Chrysomelidae	27439	Diorhabda	217246	Diorhabda sublineata	1163346
