Query	Taxid	Tax name	Authority	Rank	Basionym	Basionym authority	Curator common name	Has type material	Group name	Superkingdom name	Superkingdom taxid	Kingdom name	Kingdom taxid	Phylum name	Phylum taxid	Class name	Class taxid	Order name	Order taxid	Family name	Family taxid	Genus name	Genus taxid	Species name	Species taxid
Homo sapiens	9606	Homo sapiens	Linnaeus, 1758	SPECIES			human	no	primates	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Primates	9443	Hominidae	9604	Homo	9605	Homo sapiens	9606
Mus musculus	10090	Mus musculus	Linnaeus, 1758	SPECIES			house mouse	no	rodents	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Rodentia	9989	Muridae	10066	Mus	10088	Mus musculus	10090
Drosophila melanogaster	7227	Drosophila melanogaster	Meigen, 1830	SPECIES			fruit fly	no	flies	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Diptera	7147	Drosophilidae	7214	Drosophila	7215	Drosophila melanogaster	7227
Danio rerio	7955	Danio rerio	(Hamilton, 1822)	SPECIES	Cyprinus rerio	Hamilton, 1822	zebrafish	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Cypriniformes	7952	Danionidae	2743709	Danio	7954	Danio rerio	7955
Bubalus bubalis	89462	Bubalus bubalis		SPECIES	Bos bubalis	Linnaeus, 1758	water buffalo	no	even-toed ungulates & whales	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Artiodactyla	91561	Bovidae	9895	Bubalus	9918	Bubalus bubalis	89462
Helicoverpa armigera	29058	Helicoverpa armigera	(Hubner, 1808)	SPECIES	Noctua armigera	Hübner, 1805	cotton bollworm	no	moths	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Lepidoptera	7088	Noctuidae	7100	Helicoverpa	7112	Helicoverpa armigera	29058
Pan troglodytes	9598	Pan troglodytes		SPECIES	Simia troglodytes	Linnaeus, 1758	chimpanzee	no	primates	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Primates	9443	Hominidae	9604	Pan	9596	Pan troglodytes	9598
Crassostrea virginica	6565	Crassostrea virginica		SPECIES	Ostrea virginica	Gmelin, 1791	eastern oyster	no	bivalves	Eukaryota	2759	Metazoa	33208	Mollusca	6447	Bivalvia	6544	Ostreida	6562	Ostreidae	6563	Crassostrea	6564	Crassostrea virginica	6565
Carassius gibelio	101364	Carassius gibelio	(Bloch, 1782)	SPECIES	Cyprinus gibelio	Bloch, 1782	silver crucian carp	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Cypriniformes	7952	Cyprinidae	7953	Carassius	7956	Carassius gibelio	101364
Gorilla gorilla gorilla	9595	Gorilla gorilla gorilla		SUBSPECIES			western lowland gorilla	no	primates	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Primates	9443	Hominidae	9604	Gorilla	9592	Gorilla gorilla	9593
Pongo pygmaeus	9600	Pongo pygmaeus		SPECIES	Simia pygmaeus	Linnaeus, 1760	Bornean orangutan	no	primates	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Primates	9443	Hominidae	9604	Pongo	9599	Pongo pygmaeus	9600
Aethina tumida	116153	Aethina tumida	Murray, 1867	SPECIES			small hive beetle	no	beetles	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Coleoptera	7041	Nitidulidae	116151	Aethina	116152	Aethina tumida	116153
Mugil cephalus	48193	Mugil cephalus	Linnaeus, 1758	SPECIES			flathead mullet	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Mugiliformes	41872	Mugilidae	8189	Mugil	8190	Mugil cephalus	48193
Symphalangus syndactylus	9590	Symphalangus syndactylus	(Raffles, 1821)	SPECIES	Simia syndactyla	Raffles, 1821	siamang	no	primates	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Primates	9443	Hylobatidae	9577	Symphalangus	325166	Symphalangus syndactylus	9590
Amyelois transitella	680683	Amyelois transitella	(Walker, 1863)	SPECIES	Nephopteryx transitella	Walker, 1863		no	moths	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Lepidoptera	7088	Pyralidae	7135	Amyelois	680682	Amyelois transitella	680683
Bombyx mori	7091	Bombyx mori	Linnaeus, 1758	SPECIES	Phalaena mori	Linnaeus, 1758	domestic silkworm	no	moths	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Lepidoptera	7088	Bombycidae	7089	Bombyx	7090	Bombyx mori	7091
Oryzias latipes	8090	Oryzias latipes	(Temminck & Schlegel, 1846)	SPECIES	Poecilia latipes	Temminck & Schlegel, 1846	Japanese medaka	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Beloniformes	76071	Adrianichthyidae	47757	Oryzias	8089	Oryzias latipes	8090
Daphnia pulex	6669	Daphnia pulex	Leydig, 1860	SPECIES			common water flea	no	crustaceans	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Branchiopoda	6658	Diplostraca	84337	Daphniidae	77658	Daphnia	6668	Daphnia pulex	6669
Macrobrachium nipponense	159736	Macrobrachium nipponense	(De Haan, 1849)	SPECIES				no	crustaceans	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Malacostraca	6681	Decapoda	6683	Palaemonidae	6695	Macrobrachium	6696	Macrobrachium nipponense	159736
Diabrotica virgifera virgifera	50390	Diabrotica virgifera virgifera		SUBSPECIES			western corn rootworm	no	beetles	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Coleoptera	7041	Chrysomelidae	27439	Diabrotica	50385	Diabrotica virgifera	50389
Melitaea cinxia	113334	Melitaea cinxia	(Linnaeus, 1758)	SPECIES	Papilio cinxia	Linnaeus, 1758	Glanville fritillary	no	butterflies	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Lepidoptera	7088	Nymphalidae	33415	Melitaea	104514	Melitaea cinxia	113334
Lutzomyia longipalpis	7200	Lutzomyia longipalpis	(Lutz & Neiva, 1912)	SPECIES				no	flies	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Diptera	7147	Psychodidae	7197	Lutzomyia	7199	Lutzomyia longipalpis	7200
Mya arenaria	6604	Mya arenaria	Linnaeus, 1758	SPECIES				no	bivalves	Eukaryota	2759	Metazoa	33208	Mollusca	6447	Bivalvia	6544	Myida	278205	Myidae	6602	Mya	6603	Mya arenaria	6604
Gadus macrocephalus	80720	Gadus macrocephalus	Tilesius, 1810	SPECIES			Pacific cod	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Gadiformes	8043	Gadidae	8045	Gadus	8048	Gadus macrocephalus	80720
Colias croceus	72248	Colias croceus	(Geoffroy, 1785)	SPECIES			clouded yellow	no	butterflies	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Lepidoptera	7088	Pieridae	7114	Colias	42295	Colias croceus	72248
Rattus norvegicus	10116	Rattus norvegicus		SPECIES	Mus norvegicus	Berkenhout, 1769	Norway rat	no	rodents	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Rodentia	9989	Muridae	10066	Rattus	10114	Rattus norvegicus	10116
Sus scrofa	9823	Sus scrofa	Linnaeus, 1758	SPECIES			pig	no	even-toed ungulates & whales	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Artiodactyla	91561	Suidae	9821	Sus	9822	Sus scrofa	9823
Bos taurus	9913	Bos taurus	Linnaeus, 1758	SPECIES			cattle	no	even-toed ungulates & whales	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Artiodactyla	91561	Bovidae	9895	Bos	9903	Bos taurus	9913
Gallus gallus	9031	Gallus gallus		SPECIES	Phasianus gallus	Linnaeus, 1758	chicken	no	birds	Eukaryota	2759	Metazoa	33208	Chordata	7711	Aves	8782	Galliformes	8976	Phasianidae	9005	Gallus	9030	Gallus gallus	9031
Canis lupus familiaris	9615	Canis lupus familiaris	Linnaeus, 1758	SUBSPECIES			dog	no	carnivores	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Carnivora	33554	Canidae	9608	Canis	9611	Canis lupus	9612
Canis lupus dingo	286419	Canis lupus dingo	Meyer, 1793	SUBSPECIES			dingo	no	carnivores	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Carnivora	33554	Canidae	9608	Canis	9611	Canis lupus	9612
Macaca mulatta	9544	Macaca mulatta	(Zimmermann, 1780)	SPECIES	Cercopithecus mulatta	Zimmermann, 1780	Rhesus monkey	no	primates	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Primates	9443	Cercopithecidae	9527	Macaca	9539	Macaca mulatta	9544
Ovis aries	9940	Ovis aries	Linnaeus, 1758	SPECIES			sheep	no	even-toed ungulates & whales	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Artiodactyla	91561	Bovidae	9895	Ovis	9935	Ovis aries	9940
Xenopus laevis	8355	Xenopus laevis	(Daudin, 1802)	SPECIES	Bufo laevis	Daudin, 1802	African clawed frog	no	frogs & toads	Eukaryota	2759	Metazoa	33208	Chordata	7711	Amphibia	8292	Anura	8342	Pipidae	8352	Xenopus	8353	Xenopus laevis	8355
Capra hircus	9925	Capra hircus	Linnaeus, 1758	SPECIES			goat	no	even-toed ungulates & whales	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Artiodactyla	91561	Bovidae	9895	Capra	9922	Capra hircus	9925
Apis mellifera	7460	Apis mellifera	Linnaeus, 1758	SPECIES			honey bee	no	bees	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Hymenoptera	7399	Apidae	7458	Apis	7459	Apis mellifera	7460
Macaca fascicularis	9541	Macaca fascicularis	Raffles, 1821	SPECIES	Simia fascicularis	Raffles, 1821	crab-eating macaque	no	primates	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Primates	9443	Cercopithecidae	9527	Macaca	9539	Macaca fascicularis	9541
Oryctolagus cuniculus	9986	Oryctolagus cuniculus		SPECIES	Lepus cuniculus	Linnaeus, 1758	rabbit	no	rabbits & hares	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Lagomorpha	9975	Leporidae	9979	Oryctolagus	9984	Oryctolagus cuniculus	9986
Equus caballus	9796	Equus caballus	Linnaeus, 1758	SPECIES			horse	no	odd-toed ungulates	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Perissodactyla	9787	Equidae	9788	Equus	9789	Equus caballus	9796
Oncorhynchus mykiss	8022	Oncorhynchus mykiss	(Walbaum, 1792)	SPECIES	Salmo mykiss	Walbaum, 1792	rainbow trout	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Salmoniformes	8006	Salmonidae	8015	Oncorhynchus	8016	Oncorhynchus mykiss	8022
Aedes aegypti	7159	Aedes aegypti	(Linnaeus, 1762)	SPECIES	Culex aegypti	Linnaeus, 1762	yellow fever mosquito	no	mosquitos	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Diptera	7147	Culicidae	7157	Aedes	7158	Aedes aegypti	7159
Salmo salar	8030	Salmo salar	Linnaeus, 1758	SPECIES			Atlantic salmon	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Salmoniformes	8006	Salmonidae	8015	Salmo	8028	Salmo salar	8030
Anas platyrhynchos	8839	Anas platyrhynchos	Linnaeus, 1758	SPECIES			mallard	no	birds	Eukaryota	2759	Metazoa	33208	Chordata	7711	Aves	8782	Anseriformes	8826	Anatidae	8830	Anas	8835	Anas platyrhynchos	8839
Oreochromis niloticus	8128	Oreochromis niloticus	(Linnaeus, 1758)	SPECIES	Perca nilotica	Linnaeus, 1758	Nile tilapia	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Cichliformes	1489911	Cichlidae	8113	Oreochromis	8139	Oreochromis niloticus	8128
Xenopus tropicalis	8364	Xenopus tropicalis	(Gray, 1864)	SPECIES	Silurana tropicalis	Gray, 1864	tropical clawed frog	no	frogs & toads	Eukaryota	2759	Metazoa	33208	Chordata	7711	Amphibia	8292	Anura	8342	Pipidae	8352	Xenopus	8353	Xenopus tropicalis	8364
Magallana gigas	29159	Magallana gigas	(Thunberg, 1793)	SPECIES	Ostrea gigas	Thunberg, 1793	Pacific oyster	no	bivalves	Eukaryota	2759	Metazoa	33208	Mollusca	6447	Bivalvia	6544	Ostreida	6562	Ostreidae	6563	Magallana	2171616	Magallana gigas	29159
Spodoptera frugiperda	7108	Spodoptera frugiperda	(Smith, 1797)	SPECIES			fall armyworm	no	moths	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Lepidoptera	7088	Noctuidae	7100	Spodoptera	7106	Spodoptera frugiperda	7108
Anopheles gambiae	7165	Anopheles gambiae	Giles, 1902	SPECIES			African malaria mosquito	no	mosquitos	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Diptera	7147	Culicidae	7157	Anopheles	7164	Anopheles gambiae	7165
Felis catus	9685	Felis catus	Linnaeus, 1758	SPECIES			domestic cat	no	carnivores	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Carnivora	33554	Felidae	9681	Felis	9682	Felis catus	9685
Gasterosteus aculeatus aculeatus	481459	Gasterosteus aculeatus aculeatus	Linnaeus, 1758	SUBSPECIES			three-spined stickleback	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Perciformes	8111	Gasterosteidae	69291	Gasterosteus	69292	Gasterosteus aculeatus	69293
Bos indicus	9915	Bos indicus	Linnaeus, 1758	SPECIES			zebu cattle	no	even-toed ungulates & whales	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Artiodactyla	91561	Bovidae	9895	Bos	9903	Bos indicus	9915
Callithrix jacchus	9483	Callithrix jacchus		SPECIES	Simia jacchus	Linnaeus, 1758	white-tufted-ear marmoset	no	primates	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Primates	9443	Cebidae	9498	Callithrix	9481	Callithrix jacchus	9483
Daphnia magna	35525	Daphnia magna	Straus, 1820	SPECIES				no	crustaceans	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Branchiopoda	6658	Diplostraca	84337	Daphniidae	77658	Daphnia	6668	Daphnia magna	35525
Cyprinus carpio	7962	Cyprinus carpio	Linnaeus, 1758	SPECIES			common carp	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Cypriniformes	7952	Cyprinidae	7953	Cyprinus	7961	Cyprinus carpio	7962
Tribolium castaneum	7070	Tribolium castaneum	(Herbst, 1797)	SPECIES			red flour beetle	no	beetles	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Coleoptera	7041	Tenebrionidae	7065	Tribolium	7069	Tribolium castaneum	7070
Schistosoma mansoni	6183	Schistosoma mansoni		SPECIES				no	flatworms	Eukaryota	2759	Metazoa	33208	Platyhelminthes	6157	Trematoda	6178	Strigeidida	6180	Schistosomatidae	31245	Schistosoma	6181	Schistosoma mansoni	6183
Ctenopharyngodon idella	7959	Ctenopharyngodon idella	(Valenciennes, 1844)	SPECIES	Leuciscus idella	Valenciennes, 1844	grass carp	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Cypriniformes	7952	Xenocyprididae	2743745	Ctenopharyngodon	7958	Ctenopharyngodon idella	7959
Aedes albopictus	7160	Aedes albopictus	(Skuse, 1894)	SPECIES			Asian tiger mosquito	no	mosquitos	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Diptera	7147	Culicidae	7157	Aedes	7158	Aedes albopictus	7160
Ciona intestinalis	7719	Ciona intestinalis	(Linnaeus, 1767)	SPECIES			vase tunicate	no	tunicates	Eukaryota	2759	Metazoa	33208	Chordata	7711	Ascidiacea	7713	Phlebobranchia	7716	Cionidae	7717	Ciona	7718	Ciona intestinalis	7719
Carassius auratus	7957	Carassius auratus	(Linnaeus, 1758)	SPECIES	Cyprinus auratus	Linnaeus, 1758	goldfish	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Cypriniformes	7952	Cyprinidae	7953	Carassius	7956	Carassius auratus	7957
Nematostella vectensis	45351	Nematostella vectensis	Stephenson, 1935	SPECIES			starlet sea anemone	no	sea anemones	Eukaryota	2759	Metazoa	33208	Cnidaria	6073	Anthozoa	6101	Actiniaria	6103	Edwardsiidae	45349	Nematostella	45350	Nematostella vectensis	45351
Eriocheir sinensis	95602	Eriocheir sinensis	Milne Edwards, 1853	SPECIES			Chinese mitten crab	no	crustaceans	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Malacostraca	6681	Decapoda	6683	Varunidae	72876	Eriocheir	95601	Eriocheir sinensis	95602
Acyrthosiphon pisum	7029	Acyrthosiphon pisum	(Harris, 1776)	SPECIES			pea aphid	no	aphids	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Hemiptera	7524	Aphididae	27482	Acyrthosiphon	7028	Acyrthosiphon pisum	7029
Taeniopygia guttata	59729	Taeniopygia guttata	(Vieillot, 1817)	SPECIES			zebra finch	no	birds	Eukaryota	2759	Metazoa	33208	Chordata	7711	Aves	8782	Passeriformes	9126	Estrildidae	37611	Taeniopygia	59728	Taeniopygia guttata	59729
Bactrocera dorsalis	27457	Bactrocera dorsalis	(Hendel, 1912)	SPECIES	Dacus dorsalis	Hendel, 1912	oriental fruit fly	no	flies	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Diptera	7147	Tephritidae	7211	Bactrocera	27456	Bactrocera dorsalis	27457
Plutella xylostella	51655	Plutella xylostella	(Linnaeus, 1758)	SPECIES			diamondback moth	no	moths	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Lepidoptera	7088	Plutellidae	51653	Plutella	51654	Plutella xylostella	51655
Nilaparvata lugens	108931	Nilaparvata lugens	(Stal, 1854)	SPECIES			brown planthopper	no	bugs	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Hemiptera	7524	Delphacidae	33362	Nilaparvata	108930	Nilaparvata lugens	108931
Apis cerana	7461	Apis cerana	Fabricius, 1793	SPECIES			Asiatic honeybee	no	bees	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Hymenoptera	7399	Apidae	7458	Apis	7459	Apis cerana	7461
Drosophila simulans	7240	Drosophila simulans	Sturtevant, 1919	SPECIES				no	flies	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Diptera	7147	Drosophilidae	7214	Drosophila	7215	Drosophila simulans	7240
Coturnix japonica	93934	Coturnix japonica	Temminck & Schlegel, 1849	SPECIES			Japanese quail	no	birds	Eukaryota	2759	Metazoa	33208	Chordata	7711	Aves	8782	Galliformes	8976	Phasianidae	9005	Coturnix	9090	Coturnix japonica	93934
Larimichthys crocea	215358	Larimichthys crocea	(Richardson, 1846)	SPECIES	Sciaena crocea	Richardson, 1846	large yellow croaker	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623			Sciaenidae	30870	Larimichthys	215357	Larimichthys crocea	215358
Sparus aurata	8175	Sparus aurata	Linnaeus, 1758	SPECIES			gilthead seabream	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Spariformes	1489931	Sparidae	8169	Sparus	8174	Sparus aurata	8175
Scophthalmus maximus	52904	Scophthalmus maximus	(Linnaeus, 1758)	SPECIES			turbot	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Pleuronectiformes	8252	Scophthalmidae	52902	Scophthalmus	52903	Scophthalmus maximus	52904
Gadus morhua	8049	Gadus morhua	Linnaeus, 1758	SPECIES			Atlantic cod	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Gadiformes	8043	Gadidae	8045	Gadus	8048	Gadus morhua	8049
Hydra vulgaris	6087	Hydra vulgaris	Pallas, 1766	SPECIES			swiftwater hydra	no	hydrozoans	Eukaryota	2759	Metazoa	33208	Cnidaria	6073	Hydrozoa	6074	Anthoathecata	406427	Hydridae	6080	Hydra	6083	Hydra vulgaris	6087
Penaeus monodon	6687	Penaeus monodon	Fabricius, 1798	SPECIES			black tiger shrimp	no	crustaceans	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Malacostraca	6681	Decapoda	6683	Penaeidae	6685	Penaeus	133894	Penaeus monodon	6687
Rattus rattus	10117	Rattus rattus	(Linnaeus, 1758)	SPECIES	Mus rattus	Linnaeus, 1758	black rat	no	rodents	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Rodentia	9989	Muridae	10066	Rattus	10114	Rattus rattus	10117
Fundulus heteroclitus	8078	Fundulus heteroclitus	(Linnaeus, 1766)	SPECIES	Cobitis heteroclita	Linnaeus, 1766	mummichog	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Cyprinodontiformes	28738	Fundulidae	28756	Fundulus	8077	Fundulus heteroclitus	8078
Procambarus clarkii	6728	Procambarus clarkii	(Girard, 1852)	SPECIES			red swamp crayfish	no	crustaceans	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Malacostraca	6681	Decapoda	6683	Cambaridae	6725	Procambarus	6726	Procambarus clarkii	6728
Anguilla anguilla	7936	Anguilla anguilla	(Linnaeus, 1758)	SPECIES	Muraena anguilla	Linnaeus, 1758	European eel	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Anguilliformes	7933	Anguillidae	7934	Anguilla	7935	Anguilla anguilla	7936
Monodelphis domestica	13616	Monodelphis domestica		SPECIES	Didelphys domestica	Wagner, 1842	gray short-tailed opossum	no	marsupials	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Didelphimorphia	38605	Didelphidae	9265	Monodelphis	13615	Monodelphis domestica	13616
Papio anubis	9555	Papio anubis	(Lesson, 1827)	SPECIES	Simia anubis	Lesson, 1827	olive baboon	no	primates	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Primates	9443	Cercopithecidae	9527	Papio	9554	Papio anubis	9555
Ictalurus punctatus	7998	Ictalurus punctatus	(Rafinesque, 1818)	SPECIES	Silurus punctatus	Rafinesque, 1818	channel catfish	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Siluriformes	7995	Ictaluridae	7996	Ictalurus	7997	Ictalurus punctatus	7998
Scylla paramamosain	85552	Scylla paramamosain	Estampador, 1949	SPECIES			green mud crab	no	crustaceans	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Malacostraca	6681	Decapoda	6683	Portunidae	6757	Scylla	6760	Scylla paramamosain	85552
Nasonia vitripennis	7425	Nasonia vitripennis	(Walker, 1836)	SPECIES			jewel wasp	no	wasps, ants & bees	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Hymenoptera	7399	Pteromalidae	7423	Nasonia	7424	Nasonia vitripennis	7425
Tachysurus fulvidraco	1234273	Tachysurus fulvidraco	(Richardson, 1846)	SPECIES	Pimelodus fulvidraco	Richardson, 1846	yellow catfish	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Siluriformes	7995	Bagridae	31013	Tachysurus	641818	Tachysurus fulvidraco	1234273
Anopheles stephensi	30069	Anopheles stephensi	Liston, 1901	SPECIES			Asian malaria mosquito	no	mosquitos	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Diptera	7147	Culicidae	7157	Anopheles	7164	Anopheles stephensi	30069
Portunus trituberculatus	210409	Portunus trituberculatus	(Miers, 1876)	SPECIES	Neptunus trituberculatus		swimming crab	no	crustaceans	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Malacostraca	6681	Decapoda	6683	Portunidae	6757	Portunus	80835	Portunus trituberculatus	210409
Rhipicephalus microplus	6941	Rhipicephalus microplus	(Canestrini, 1888)	SPECIES			southern cattle tick	no	mites & ticks	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Arachnida	6854	Ixodida	6935	Ixodidae	6939	Rhipicephalus	34630	Rhipicephalus microplus	6941
Cynoglossus semilaevis	244447	Cynoglossus semilaevis	Gunther, 1873	SPECIES			tongue sole	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Pleuronectiformes	8252	Cynoglossidae	30947	Cynoglossus	106173	Cynoglossus semilaevis	244447
Meleagris gallopavo	9103	Meleagris gallopavo	Linnaeus, 1758	SPECIES			turkey	no	birds	Eukaryota	2759	Metazoa	33208	Chordata	7711	Aves	8782	Galliformes	8976	Phasianidae	9005	Meleagris	9102	Meleagris gallopavo	9103
Solenopsis invicta	13686	Solenopsis invicta	Buren, 1972	SPECIES			red fire ant	no	ants	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Hymenoptera	7399	Formicidae	36668	Solenopsis	13685	Solenopsis invicta	13686
Bombus terrestris	30195	Bombus terrestris	(Linnaeus, 1758)	SPECIES			buff-tailed bumblebee	no	bees	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Hymenoptera	7399	Apidae	7458	Bombus	28641	Bombus terrestris	30195
Acropora millepora	45264	Acropora millepora	(Ehrenberg, 1834)	SPECIES	Acropora millepora	Ehrenberg, 1834		no	stony corals	Eukaryota	2759	Metazoa	33208	Cnidaria	6073	Anthozoa	6101	Scleractinia	6125	Acroporidae	6126	Acropora	6127	Acropora millepora	45264
Ictidomys tridecemlineatus	43179	Ictidomys tridecemlineatus		SPECIES			thirteen-lined ground squirrel	no	rodents	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Rodentia	9989	Sciuridae	55153	Ictidomys	1141640	Ictidomys tridecemlineatus	43179
Columba livia	8932	Columba livia	Gmelin, 1789	SPECIES			rock pigeon	no	birds	Eukaryota	2759	Metazoa	33208	Chordata	7711	Aves	8782	Columbiformes	8929	Columbidae	8930	Columba	8931	Columba livia	8932
Equus asinus	9793	Equus asinus	Linnaeus, 1758	SPECIES			ass	no	odd-toed ungulates	Eukaryota	2759	Metazoa	33208	Chordata	7711	Mammalia	40674	Perissodactyla	9787	Equidae	9788	Equus	9789	Equus asinus	9793
Salmo trutta	8032	Salmo trutta	Linnaeus, 1758	SPECIES			river trout	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Salmoniformes	8006	Salmonidae	8015	Salmo	8028	Salmo trutta	8032
Culex pipiens pallens	42434	Culex pipiens pallens	Coquillett, 1898	SUBSPECIES			northern house mosquito	no	mosquitos	Eukaryota	2759	Metazoa	33208	Arthropoda	6656	Insecta	50557	Diptera	7147	Culicidae	7157	Culex	7174	Culex pipiens	7175
Astyanax mexicanus	7994	Astyanax mexicanus	(De Filippi, 1853)	SPECIES	Tetragonopterus mexicanus	De Filippi, 1853	Mexican tetra	no	bony fishes	Eukaryota	2759	Metazoa	33208	Chordata	7711	Actinopteri	186623	Characiformes	7991	Characidae	7992	Astyanax	7993	Astyanax mexicanus	7994
